#
# ROI color statistics timeseries for spruceT2P11ESH
#
# Site: spruceT2P11ESH
# Veg Type: SH
# ROI ID Number: 1000
# Lat: 47.5053
# Lon: -93.4527
# Elev: 410
# UTC Offset: -6
# Resize Flag: False
# Version: 1
# Creation Date: 2018-07-17
# Creation Time: 14:36:04
# Update Date: 2019-01-14
# Update Time: 05:12:57
#
date,local_std_time,doy,filename,solar_elev,exposure,mask_index,gcc,rcc,r_mean,r_std,r_5_qtl,r_10_qtl,r_25_qtl,r_50_qtl,r_75_qtl,r_90_qtl,r_95_qtl,g_mean,g_std,g_5_qtl,g_10_qtl,g_25_qtl,g_50_qtl,g_75_qtl,g_90_qtl,g_95_qtl,b_mean,b_std,b_5_qtl,b_10_qtl,b_25_qtl,b_50_qtl,b_75_qtl,b_90_qtl,b_95_qtl,r_g_correl,g_b_correl,b_r_correl
2017-11-29,11:45:06,333,spruceT2P11ESH_2017_11_29_114506.jpg,20.83576,333,1,0.33197,0.45829,127.79355,58.61701,36,54,86,123,166,211,243,92.56932,55.15831,8,24,53,87,125,167,197,58.48294,49.41804,0,0,20,50,86,126,156,0.94757,0.96937,0.91455
2017-11-29,12:15:07,333,spruceT2P11ESH_2017_11_29_121507.jpg,20.88003,322,1,0.33192,0.46160,126.65596,56.75645,37,55,86,123,163,205,235,91.07196,53.69477,8,24,53,86,123,162,191,56.65412,48.10985,0,0,19,48,83,123,152,0.94672,0.96838,0.91662
2017-11-29,12:45:07,333,spruceT2P11ESH_2017_11_29_124507.jpg,20.26929,404,1,0.33216,0.44185,128.87538,65.29941,29,46,80,122,173,232,255,96.88337,61.18389,7,22,52,89,132,184,226,65.91441,56.43439,0,0,22,55,95,146,188,0.94931,0.97258,0.90865
2017-11-29,13:15:07,333,spruceT2P11ESH_2017_11_29_131507.jpg,19.02194,365,1,0.33131,0.46404,126.47342,56.60072,37,55,86,122,163,205,235,90.29583,53.34454,8,24,53,85,121,161,190,55.77635,47.71656,0,0,18,47,82,121,150,0.94826,0.96878,0.91786
2017-11-29,13:45:07,333,spruceT2P11ESH_2017_11_29_134507.jpg,17.17345,426,1,0.33137,0.46148,126.42906,57.41228,35,53,85,122,163,206,236,90.78328,53.75839,7,24,53,86,122,162,191,56.74953,48.19714,0,0,19,48,83,123,152,0.94678,0.96911,0.91588
2017-11-29,14:15:06,333,spruceT2P11ESH_2017_11_29_141506.jpg,14.77351,494,1,0.33109,0.46136,126.52542,57.36871,35,53,86,123,163,206,236,90.79965,53.77669,8,24,53,86,122,163,192,56.92014,48.44474,0,0,19,49,83,124,153,0.94855,0.97062,0.91883
2017-11-29,14:45:07,333,spruceT2P11ESH_2017_11_29_144507.jpg,11.87627,652,1,0.33105,0.46113,125.84411,57.16502,35,53,85,122,162,205,235,90.34455,53.59175,8,24,53,85,122,162,191,56.71517,48.28270,0,0,19,48,83,123,153,0.94935,0.97068,0.91971
2017-11-29,15:15:06,333,spruceT2P11ESH_2017_11_29_151506.jpg,8.55431,1119,1,0.33168,0.45888,124.45233,56.25366,36,53,85,120,160,202,232,89.95682,53.31728,8,24,52,85,121,161,190,56.80261,48.25659,0,0,19,48,83,123,152,0.95033,0.97085,0.92413
2017-11-29,15:45:07,333,spruceT2P11ESH_2017_11_29_154507.jpg,4.88224,1899,1,0.33135,0.44959,123.06311,58.01846,31,49,82,119,160,204,234,90.69771,54.19157,7,23,52,85,122,163,193,59.95925,49.44544,0,0,22,52,87,128,158,0.94811,0.97177,0.92058
2017-11-29,16:15:06,333,spruceT2P11ESH_2017_11_29_161506.jpg,1.04979,2203,1,0.32310,0.45270,124.81711,55.16828,38,56,86,121,159,201,229,89.08517,50.90227,11,27,54,84,118,156,184,61.81432,47.08714,0,3,27,54,87,125,154,0.93553,0.97260,0.90962
